Level,Description,SeriesRefSNDQ,Quarter,Weight,Amount
Industry groups,"Prof, scientific, and technical services",SG01RSC04B01MN1,2016Q1,0.0780624,4663.906
Industry groups,Administrative and support services,SG01RSC04B01MN2,2016Q1,0.0191456,1188.548
Industry groups,Local Government administration,SG01RSC04B01OO1,2016Q1,0.0047116,295.822
Industry groups,"Central government administration, defence, and public safety",SG01RSC04B01OO2,2016Q1,0.035712,2173.538
Industry groups,Education and training,SG01RSC04B01PP1,2016Q1,0.0447673,2340.715
Industry groups,Health care and social assistance,SG01RSC04B01QQ1,2016Q1,0.0593888,3385.414
Industry groups,Arts and recreation services,SG01RSC04B01RS1,2016Q1,0.013818,781.728
Industry groups,Other services,SG01RSC04B01RS2,2016Q1,0.0184533,979.484
Industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2016Q1,0.0841293,4371.701
Industry groups,Agriculture,SG01RSC04B01AA1,2016Q2,0.0409493,2435.934
Industry groups,Forestry and logging,SG01RSC04B01AA2,2016Q2,0.0062651,349.362
Industry groups,"Fishing, aquaculture and agriculture, forestry and fishing support services",SG01RSC04B01AA3,2016Q2,0.0083038,493.155
Industry groups,Mining,SG01RSC04B01BB1,2016Q2,0.0091628,731.638
Industry groups,"Food, beverage, and tobacco manufacturing",SG01RSC04B01CC1,2016Q2,0.0335956,1776.616
Industry groups,"Textile, leather, clothing, and footwear manufacturing",SG01RSC04B01CC2,2016Q2,0.0026926,150.397
Industry groups,Wood and paper products manufacturing,SG01RSC04B01CC3,2016Q2,0.0079855,529.261
Industry groups,Printing,SG01RSC04B01CC4,2016Q2,0.0026399,156.599
Industry groups,"Petroleum, chemical, polymer, and rubber product manufacturing",SG01RSC04B01CC5,2016Q2,0.0189589,923.81
Industry groups,Non-metallic mineral product manufacturing,SG01RSC04B01CC6,2016Q2,0.0041986,290.056
Industry groups,Metal product manufacturing,SG01RSC04B01CC7,2016Q2,0.0110503,658.784
Industry groups,"Transport equipment, machinery and equipment manufacturing",SG01RSC04B01CC8,2016Q2,0.0169465,1026.131
Industry groups,Furniture and other manufacturing,SG01RSC04B01CC9,2016Q2,0.0028695,172.457
Industry groups,"Electricity, gas, water, and waste services",SG01RSC04B01DD1,2016Q2,0.0290557,1686.632
Industry groups,Construction,SG01RSC04B01EE1,2016Q2,0.0618007,3552.194
Industry groups,Wholesale trade,SG01RSC04B01FF1,2016Q2,0.047345,2911.489
Industry groups,Retail trade,SG01RSC04B01GH1,2016Q2,0.0453201,2753.752
Industry groups,Accommodation services,SG01RSC04B01GH2,2016Q2,0.0222785,1217.052
Industry groups,"Transport, postal, and warehousing",SG01RSC04B01II1,2016Q2,0.0451861,2578.066
Industry groups,Information media and telecommunications,SG01RSC04B01JJ1,2016Q2,0.0248318,2131.593
Industry groups,Financial and insurance services,SG01RSC04B01KK1,2016Q2,0.0534183,3245.877
Industry groups,"Rental, hiring, and real estate services",SG01RSC04B01LL1,2016Q2,0.0725938,4058.701
Industry groups,Ownership of owner-occupied dwellings,SG01RSC04B01LL2,2016Q2,0.0711524,4008.908
Industry groups,"Prof, scientific, and technical services",SG01RSC04B01MN1,2016Q2,0.0802896,4757.928
Industry groups,Administrative and support services,SG01RSC04B01MN2,2016Q2,0.0196489,1184.381
Industry groups,Local Government administration,SG01RSC04B01OO1,2016Q2,0.004855,297.627
Industry groups,"Central government administration, defence, and public safety",SG01RSC04B01OO2,2016Q2,0.0353338,2161.867
Industry groups,Education and training,SG01RSC04B01PP1,2016Q2,0.0439665,2346.171
Industry groups,Health care and social assistance,SG01RSC04B01QQ1,2016Q2,0.0586317,3450.627
Industry groups,Arts and recreation services,SG01RSC04B01RS1,2016Q2,0.0133006,774.949
Industry groups,Other services,SG01RSC04B01RS2,2016Q2,0.0188105,992.301
Industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2016Q2,0.0865628,4485.274
Industry groups,Agriculture,SG01RSC04B01AA1,2016Q3,0.0409493,2332.402
Industry groups,Forestry and logging,SG01RSC04B01AA2,2016Q3,0.0062651,372.159
Industry groups,"Fishing, aquaculture and agriculture, forestry and fishing support services",SG01RSC04B01AA3,2016Q3,0.0083038,502.127
Industry groups,Mining,SG01RSC04B01BB1,2016Q3,0.0091628,714.084
Industry groups,"Food, beverage, and tobacco manufacturing",SG01RSC04B01CC1,2016Q3,0.0335956,1864.384
Industry groups,"Textile, leather, clothing, and footwear manufacturing",SG01RSC04B01CC2,2016Q3,0.0026926,146.465
Industry groups,Wood and paper products manufacturing,SG01RSC04B01CC3,2016Q3,0.0079855,526.383
Industry groups,Printing,SG01RSC04B01CC4,2016Q3,0.0026399,151.29
Industry groups,"Petroleum, chemical, polymer, and rubber product manufacturing",SG01RSC04B01CC5,2016Q3,0.0189589,1010.521
Industry groups,Non-metallic mineral product manufacturing,SG01RSC04B01CC6,2016Q3,0.0041986,278.715
Industry groups,Metal product manufacturing,SG01RSC04B01CC7,2016Q3,0.0110503,654.59
Industry groups,"Transport equipment, machinery and equipment manufacturing",SG01RSC04B01CC8,2016Q3,0.0169465,1054.608
Industry groups,Furniture and other manufacturing,SG01RSC04B01CC9,2016Q3,0.0028695,175.9
Industry groups,"Electricity, gas, water, and waste services",SG01RSC04B01DD1,2016Q3,0.0290557,1694.854
Industry groups,Construction,SG01RSC04B01EE1,2016Q3,0.0618007,3557.247
Industry groups,Wholesale trade,SG01RSC04B01FF1,2016Q3,0.047345,2947.855
Industry groups,Retail trade,SG01RSC04B01GH1,2016Q3,0.0453201,2775.361
Industry groups,Accommodation services,SG01RSC04B01GH2,2016Q3,0.0222785,1255.526
Industry groups,"Transport, postal, and warehousing",SG01RSC04B01II1,2016Q3,0.0451861,2665.955
Industry groups,Information media and telecommunications,SG01RSC04B01JJ1,2016Q3,0.0248318,2086.689
Industry groups,Financial and insurance services,SG01RSC04B01KK1,2016Q3,0.0534183,3264.846
Industry groups,"Rental, hiring, and real estate services",SG01RSC04B01LL1,2016Q3,0.0725938,4074.674
Industry groups,Ownership of owner-occupied dwellings,SG01RSC04B01LL2,2016Q3,0.0711524,4085.951
Industry groups,"Prof, scientific, and technical services",SG01RSC04B01MN1,2016Q3,0.0802896,4825.254
Industry groups,Administrative and support services,SG01RSC04B01MN2,2016Q3,0.0196489,1202.204
Industry groups,Local Government administration,SG01RSC04B01OO1,2016Q3,0.004855,303.039
Industry groups,"Central government administration, defence, and public safety",SG01RSC04B01OO2,2016Q3,0.0353338,2184.582
Industry groups,Education and training,SG01RSC04B01PP1,2016Q3,0.0439665,2352.01
Industry groups,Health care and social assistance,SG01RSC04B01QQ1,2016Q3,0.0586317,3461.939
Industry groups,Arts and recreation services,SG01RSC04B01RS1,2016Q3,0.0133006,760.313
Industry groups,Other services,SG01RSC04B01RS2,2016Q3,0.0188105,1013.912
Industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2016Q3,0.0865628,4486.041
Industry groups,Agriculture,SG01RSC04B01AA1,2016Q4,0.0409493,2331.811
Industry groups,Forestry and logging,SG01RSC04B01AA2,2016Q4,0.0062651,349.164
Industry groups,"Fishing, aquaculture and agriculture, forestry and fishing support services",SG01RSC04B01AA3,2016Q4,0.0083038,494.549
Industry groups,Mining,SG01RSC04B01BB1,2016Q4,0.0091628,712.258
Industry groups,"Food, beverage, and tobacco manufacturing",SG01RSC04B01CC1,2016Q4,0.0335956,1873.328
Industry groups,"Textile, leather, clothing, and footwear manufacturing",SG01RSC04B01CC2,2016Q4,0.0026926,144.228
Industry groups,Wood and paper products manufacturing,SG01RSC04B01CC3,2016Q4,0.0079855,517.016
Industry groups,Printing,SG01RSC04B01CC4,2016Q4,0.0026399,156.73
Industry groups,"Petroleum, chemical, polymer, and rubber product manufacturing",SG01RSC04B01CC5,2016Q4,0.0189589,1008.566
Industry groups,Non-metallic mineral product manufacturing,SG01RSC04B01CC6,2016Q4,0.0041986,274.023
Industry groups,Metal product manufacturing,SG01RSC04B01CC7,2016Q4,0.0110503,677.764
Industry groups,"Transport equipment, machinery and equipment manufacturing",SG01RSC04B01CC8,2016Q4,0.0169465,1046.337
Industry groups,Furniture and other manufacturing,SG01RSC04B01CC9,2016Q4,0.0028695,182.099
Industry groups,"Electricity, gas, water, and waste services",SG01RSC04B01DD1,2016Q4,0.0290557,1675.89
Industry groups,Construction,SG01RSC04B01EE1,2016Q4,0.0618007,3615.395
Industry groups,Wholesale trade,SG01RSC04B01FF1,2016Q4,0.047345,2948.172
Industry groups,Retail trade,SG01RSC04B01GH1,2016Q4,0.0453201,2796.093
Industry groups,Accommodation services,SG01RSC04B01GH2,2016Q4,0.0222785,1262.572
Industry groups,"Transport, postal, and warehousing",SG01RSC04B01II1,2016Q4,0.0451861,2644.536
Industry groups,Information media and telecommunications,SG01RSC04B01JJ1,2016Q4,0.0248318,2059.939
Industry groups,Financial and insurance services,SG01RSC04B01KK1,2016Q4,0.0534183,3320.819
Industry groups,"Rental, hiring, and real estate services",SG01RSC04B01LL1,2016Q4,0.0725938,4077.815
Industry groups,Ownership of owner-occupied dwellings,SG01RSC04B01LL2,2016Q4,0.0711524,4154.118
Industry groups,"Prof, scientific, and technical services",SG01RSC04B01MN1,2016Q4,0.0802896,4870.601
Industry groups,Administrative and support services,SG01RSC04B01MN2,2016Q4,0.0196489,1238.484
Industry groups,Local Government administration,SG01RSC04B01OO1,2016Q4,0.004855,304.323
Industry groups,"Central government administration, defence, and public safety",SG01RSC04B01OO2,2016Q4,0.0353338,2189.456
Industry groups,Education and training,SG01RSC04B01PP1,2016Q4,0.0439665,2358.233
Industry groups,Health care and social assistance,SG01RSC04B01QQ1,2016Q4,0.0586317,3505.61
Industry groups,Arts and recreation services,SG01RSC04B01RS1,2016Q4,0.0133006,823.679
Industry groups,Other services,SG01RSC04B01RS2,2016Q4,0.0188105,1067.607
Industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2016Q4,0.0865628,4509.07
Industry groups,Agriculture,SG01RSC04B01AA1,2017Q1,0.0409493,2396.173
Industry groups,Forestry and logging,SG01RSC04B01AA2,2017Q1,0.0062651,357.436
Industry groups,"Fishing, aquaculture and agriculture, forestry and fishing support services",SG01RSC04B01AA3,2017Q1,0.0083038,496.875
Industry groups,Mining,SG01RSC04B01BB1,2017Q1,0.0091628,703.65
Industry groups,"Food, beverage, and tobacco manufacturing",SG01RSC04B01CC1,2017Q1,0.0335956,1810.335
Industry groups,"Textile, leather, clothing, and footwear manufacturing",SG01RSC04B01CC2,2017Q1,0.0026926,147.126
Industry groups,Wood and paper products manufacturing,SG01RSC04B01CC3,2017Q1,0.0079855,526.3
Industry groups,Printing,SG01RSC04B01CC4,2017Q1,0.0026399,147.596
Industry groups,"Petroleum, chemical, polymer, and rubber product manufacturing",SG01RSC04B01CC5,2017Q1,0.0189589,984.729
Industry groups,Non-metallic mineral product manufacturing,SG01RSC04B01CC6,2017Q1,0.0041986,270.582
Industry groups,Metal product manufacturing,SG01RSC04B01CC7,2017Q1,0.0110503,668.517
Industry groups,"Transport equipment, machinery and equipment manufacturing",SG01RSC04B01CC8,2017Q1,0.0169465,1092.73
Industry groups,Furniture and other manufacturing,SG01RSC04B01CC9,2017Q1,0.0028695,177.589
Industry groups,"Electricity, gas, water, and waste services",SG01RSC04B01DD1,2017Q1,0.0290557,1692.552
Industry groups,Construction,SG01RSC04B01EE1,2017Q1,0.0618007,3645.75
Industry groups,Wholesale trade,SG01RSC04B01FF1,2017Q1,0.047345,2992.733
Industry groups,Retail trade,SG01RSC04B01GH1,2017Q1,0.0453201,2856.114
Industry groups,Accommodation services,SG01RSC04B01GH2,2017Q1,0.0222785,1294.4
Industry groups,"Transport, postal, and warehousing",SG01RSC04B01II1,2017Q1,0.0451861,2614.472
Industry groups,Information media and telecommunications,SG01RSC04B01JJ1,2017Q1,0.0248318,2061.909
Industry groups,Financial and insurance services,SG01RSC04B01KK1,2017Q1,0.0534183,3345.554
Industry groups,"Rental, hiring, and real estate services",SG01RSC04B01LL1,2017Q1,0.0725938,4117.386
Industry groups,Ownership of owner-occupied dwellings,SG01RSC04B01LL2,2017Q1,0.0711524,4199.196
Industry groups,"Prof, scientific, and technical services",SG01RSC04B01MN1,2017Q1,0.0802896,4985.617
Industry groups,Administrative and support services,SG01RSC04B01MN2,2017Q1,0.0196489,1246.097
Industry groups,Local Government administration,SG01RSC04B01OO1,2017Q1,0.004855,306.682
Industry groups,"Central government administration, defence, and public safety",SG01RSC04B01OO2,2017Q1,0.0353338,2217.014
Industry groups,Education and training,SG01RSC04B01PP1,2017Q1,0.0439665,2364.84
Industry groups,Health care and social assistance,SG01RSC04B01QQ1,2017Q1,0.0586317,3544.696
Industry groups,Arts and recreation services,SG01RSC04B01RS1,2017Q1,0.0133006,785.449
Industry groups,Other services,SG01RSC04B01RS2,2017Q1,0.0188105,1075.291
Industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2017Q1,0.0865628,4563.938
Industry groups,Agriculture,SG01RSC04B01AA1,2017Q2,0.0433622,2202.595
Industry groups,Forestry and logging,SG01RSC04B01AA2,2017Q2,0.0072201,391.465
Industry groups,"Fishing, aquaculture and agriculture, forestry and fishing support services",SG01RSC04B01AA3,2017Q2,0.0085482,515.5
Industry groups,Mining,SG01RSC04B01BB1,2017Q2,0.0097542,721.693
Industry groups,"Food, beverage, and tobacco manufacturing",SG01RSC04B01CC1,2017Q2,0.0368754,2021.019
Industry groups,"Textile, leather, clothing, and footwear manufacturing",SG01RSC04B01CC2,2017Q2,0.0023256,143.633
Industry groups,Wood and paper products manufacturing,SG01RSC04B01CC3,2017Q2,0.0078857,523.637
Industry groups,Printing,SG01RSC04B01CC4,2017Q2,0.002323,144.234
Industry groups,"Petroleum, chemical, polymer, and rubber product manufacturing",SG01RSC04B01CC5,2017Q2,0.0184017,1004.198
Industry groups,Non-metallic mineral product manufacturing,SG01RSC04B01CC6,2017Q2,0.00405,269.452
Industry groups,Metal product manufacturing,SG01RSC04B01CC7,2017Q2,0.010721,667.004
Industry groups,"Transport equipment, machinery and equipment manufacturing",SG01RSC04B01CC8,2017Q2,0.0167336,1054.625
Industry groups,Furniture and other manufacturing,SG01RSC04B01CC9,2017Q2,0.0026167,169.066
Industry groups,"Electricity, gas, water, and waste services",SG01RSC04B01DD1,2017Q2,0.0275206,1660.495
Industry groups,Construction,SG01RSC04B01EE1,2017Q2,0.0653971,3754.861
Industry groups,Wholesale trade,SG01RSC04B01FF1,2017Q2,0.0480636,3022.777
Industry groups,Retail trade,SG01RSC04B01GH1,2017Q2,0.0443468,2876.757
Industry groups,Accommodation services,SG01RSC04B01GH2,2017Q2,0.0218776,1340.242
Industry groups,"Transport, postal, and warehousing",SG01RSC04B01II1,2017Q2,0.0443715,2682.098
Industry groups,Information media and telecommunications,SG01RSC04B01JJ1,2017Q2,0.0229974,2066.367
Industry groups,Financial and insurance services,SG01RSC04B01KK1,2017Q2,0.0563841,3406.399
Industry groups,"Rental, hiring, and real estate services",SG01RSC04B01LL1,2017Q2,0.0706548,4105.039
Industry groups,Ownership of owner-occupied dwellings,SG01RSC04B01LL2,2017Q2,0.0714972,4284.3
Industry groups,"Prof, scientific, and technical services",SG01RSC04B01MN1,2017Q2,0.0804601,5009.014
Industry groups,Administrative and support services,SG01RSC04B01MN2,2017Q2,0.0196978,1276.831
Industry groups,Local Government administration,SG01RSC04B01OO1,2017Q2,0.0047569,309.312
Industry groups,"Central government administration, defence, and public safety",SG01RSC04B01OO2,2017Q2,0.0348946,2267.802
Industry groups,Education and training,SG01RSC04B01PP1,2017Q2,0.0422097,2371.979
Industry groups,Health care and social assistance,SG01RSC04B01QQ1,2017Q2,0.0574546,3555.205
Industry groups,Arts and recreation services,SG01RSC04B01RS1,2017Q2,0.0134356,789.873
Industry groups,Other services,SG01RSC04B01RS2,2017Q2,0.0182703,1066.646
Industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2017Q2,0.0848923,4586.393
Industry groups,Agriculture,SG01RSC04B01AA1,2017Q3,0.0433622,2151.883
Industry groups,Forestry and logging,SG01RSC04B01AA2,2017Q3,0.0072201,394.004
Industry groups,"Fishing, aquaculture and agriculture, forestry and fishing support services",SG01RSC04B01AA3,2017Q3,0.0085482,529.275
Industry groups,Mining,SG01RSC04B01BB1,2017Q3,0.0097542,749.953
Industry groups,"Food, beverage, and tobacco manufacturing",SG01RSC04B01CC1,2017Q3,0.0368754,1888.849
Industry groups,"Textile, leather, clothing, and footwear manufacturing",SG01RSC04B01CC2,2017Q3,0.0023256,145.303
Industry groups,Wood and paper products manufacturing,SG01RSC04B01CC3,2017Q3,0.0078857,537.819
Industry groups,Printing,SG01RSC04B01CC4,2017Q3,0.002323,152.144
Industry groups,"Petroleum, chemical, polymer, and rubber product manufacturing",SG01RSC04B01CC5,2017Q3,0.0184017,992.472
Industry groups,Non-metallic mineral product manufacturing,SG01RSC04B01CC6,2017Q3,0.00405,280.7
Industry groups,Metal product manufacturing,SG01RSC04B01CC7,2017Q3,0.010721,667.991
Industry groups,"Transport equipment, machinery and equipment manufacturing",SG01RSC04B01CC8,2017Q3,0.0167336,1153.847
Industry groups,Furniture and other manufacturing,SG01RSC04B01CC9,2017Q3,0.0026167,169.377
Industry groups,"Electricity, gas, water, and waste services",SG01RSC04B01DD1,2017Q3,0.0275206,1648.888
Industry groups,Construction,SG01RSC04B01EE1,2017Q3,0.0653971,3962.708
Industry groups,Wholesale trade,SG01RSC04B01FF1,2017Q3,0.0480636,3035.37
Industry groups,Retail trade,SG01RSC04B01GH1,2017Q3,0.0443468,2904.486
Industry groups,Accommodation services,SG01RSC04B01GH2,2017Q3,0.0218776,1324.426
Industry groups,"Transport, postal, and warehousing",SG01RSC04B01II1,2017Q3,0.0443715,2705.158
Industry groups,Information media and telecommunications,SG01RSC04B01JJ1,2017Q3,0.0229974,2090.243
Industry groups,Financial and insurance services,SG01RSC04B01KK1,2017Q3,0.0563841,3466.727
Industry groups,"Rental, hiring, and real estate services",SG01RSC04B01LL1,2017Q3,0.0706548,4056.102
Industry groups,Ownership of owner-occupied dwellings,SG01RSC04B01LL2,2017Q3,0.0714972,4336.788
Industry groups,"Prof, scientific, and technical services",SG01RSC04B01MN1,2017Q3,0.0804601,5099.985
Industry groups,Administrative and support services,SG01RSC04B01MN2,2017Q3,0.0196978,1251.477
Industry groups,Local Government administration,SG01RSC04B01OO1,2017Q3,0.0047569,309.153
